---------------------------------------------------------------------------------------
                    RDMA_Write Latency Test
 Dual-port       : OFF		Device         : [DEV]
 Number of qps   : 1		Transport type : IB
 Connection type : RC		Using SRQ      : OFF
 PCIe relax order: OFF
 ibv_wr* API     : ON
 TX depth        : 1
 Mtu             : 1024[B]
 Link type       : Ethernet
 GID index       : 3
 Max inline data : 220[B]
 rdma_cm QPs	 : OFF
 Data ex. method : Ethernet
---------------------------------------------------------------------------------------
 local address: LID 0000 QPN 0x0490 PSN 0xbfdfed
 GID: 00:00:00:00:00:00:00:00:00:00:[IP]
 remote address: LID 0000 QPN 0x05b9 PSN 0x7c8adf
 GID: 00:00:00:00:00:00:00:00:00:00:[IP]
---------------------------------------------------------------------------------------
 #bytes #iterations    t_min[usec]    t_max[usec]  t_typical[usec]    t_avg[usec]    t_stdev[usec]   99% percentile[usec]   99.9% percentile[usec] 
 2       1000          5.28           8.16         5.38     	       5.38        	0.05   		5.48    		8.16   
 4       1000          5.24           5.86         5.39     	       5.39        	0.04   		5.47    		5.86   
 8       1000          5.25           6.16         5.39     	       5.39        	0.04   		5.47    		6.16   
 16      1000          5.27           6.13         5.39     	       5.39        	0.05   		5.48    		6.13   
 32      1000          5.27           6.13         5.43     	       5.43        	0.05   		5.62    		6.13   
 64      1000          5.29           5.53         5.43     	       5.43        	0.03   		5.51    		5.53   
 128     1000          5.42           6.48         5.64     	       5.62        	0.11   		5.80    		6.48   
 256     1000          5.85           7.61         5.98     	       5.99        	0.08   		6.20    		7.61   
 512     1000          5.98           6.51         6.09     	       6.11        	0.06   		6.29    		6.51   
 1024    1000          6.08           7.51         6.22     	       6.24        	0.10   		6.53    		7.51   
 2048    1000          6.19           7.75         6.30     	       6.34        	0.11   		6.64    		7.75   
 4096    1000          6.34           9.11         6.46     	       6.51        	0.13   		6.78    		9.11   
 8192    1000          8.53           9.75         8.71     	       8.72        	0.09   		8.89    		9.75   
 16384   1000          9.01           10.47        9.21     	       9.23        	0.12   		9.82    		10.47  
 32768   1000          10.16          11.43        10.40    	       10.41       	0.11   		10.63   		11.43  
 65536   1000          13.08          14.38        13.44    	       13.45       	0.14   		13.81   		14.38  
 131072  1000          20.27          22.26        20.76    	       20.77       	0.19   		21.18   		22.26  
 262144  1000          35.50          37.65        36.56    	       36.51       	0.48   		37.35   		37.65  
 524288  1000          65.96          68.34        67.09    	       67.11       	0.46   		68.22   		68.34  
 1048576 1000          127.63         130.65       128.77   	       128.78      	0.40   		129.94  		130.65 
 2097152 1000          249.76         254.53       251.63   	       251.71      	0.63   		253.61  		254.53 
 4194304 1000          495.12         501.84       498.19   	       498.08      	1.34   		501.11  		501.84 
 8388608 1000          982.59         995.21       988.43   	       988.18      	2.25   		992.82  		995.21 
---------------------------------------------------------------------------------------
