---------------------------------------------------------------------------------------
                    Send Latency Test
 Dual-port       : OFF		Device         : [DEV]
 Number of qps   : 1		Transport type : IB
 Connection type : RC		Using SRQ      : OFF
 PCIe relax order: ON
 ibv_wr* API     : ON
 TX depth        : 1
 Mtu             : 1024[B]
 Link type       : Ethernet
 GID index       : 3
 Max inline data : 236[B]
 rdma_cm QPs	 : OFF
 Data ex. method : Ethernet
---------------------------------------------------------------------------------------
 local address: LID 0000 QPN 0x01d3 PSN 0x3d8236
 GID: 00:00:00:00:00:00:00:00:00:00:[IP]
 remote address: LID 0000 QPN 0x01d3 PSN 0x34cbab
 GID: 00:00:00:00:00:00:00:00:00:00:[IP]
---------------------------------------------------------------------------------------
 #bytes #iterations    t_min[usec]    t_max[usec]  t_typical[usec]    t_avg[usec]    t_stdev[usec]   99% percentile[usec]   99.9% percentile[usec] 
 2       1000          2.71           4.15         2.74     	       2.75        	0.08   		2.95    		4.15   
 4       1000          2.71           4.35         2.75     	       2.75        	0.03   		2.79    		4.35   
 8       1000          2.71           4.07         2.74     	       2.75        	0.04   		2.79    		4.07   
 16      1000          2.72           4.61         2.76     	       2.76        	0.08   		2.81    		4.61   
 32      1000          2.72           4.09         2.76     	       2.77        	0.07   		2.80    		4.09   
 64      1000          2.78           4.32         2.82     	       2.82        	0.03   		2.85    		4.32   
 128     1000          2.84           5.82         2.89     	       2.90        	0.09   		2.98    		5.82   
 256     1000          3.35           5.65         3.41     	       3.43        	0.10   		3.64    		5.65   
 512     1000          3.46           5.97         3.53     	       3.57        	0.13   		3.92    		5.97   
 1024    1000          3.56           4.25         3.62     	       3.64        	0.05   		3.83    		4.25   
 2048    1000          3.63           4.59         3.75     	       3.74        	0.06   		3.90    		4.59   
 4096    1000          3.82           10.12        3.90     	       3.95        	0.37   		5.87    		10.12  
 8192    1000          4.43           6.12         4.54     	       4.55        	0.09   		4.77    		6.12   
 16384   1000          5.09           7.35         5.17     	       5.22        	0.11   		5.52    		7.35   
 32768   1000          6.58           8.34         6.69     	       6.72        	0.13   		7.05    		8.34   
 65536   1000          9.53           11.26        9.74     	       9.75        	0.11   		9.92    		11.26  
 131072  1000          15.46          17.27        15.60    	       15.62       	0.13   		16.33   		17.27  
 262144  1000          27.28          28.93        27.35    	       27.41       	0.13   		27.79   		28.93  
 524288  1000          50.94          52.36        51.15    	       51.15       	0.11   		51.45   		52.36  
 1048576 1000          98.32          99.72        98.75    	       98.76       	0.14   		99.12   		99.72  
 2097152 1000          193.17         195.26       193.56   	       193.57      	0.18   		194.24  		195.26 
 4194304 1000          382.90         385.24       383.38   	       383.40      	0.23   		384.21  		385.24 
 8388608 1000          761.79         763.57       762.43   	       762.43      	0.25   		763.11  		763.57 
---------------------------------------------------------------------------------------
